REGION,TECHNOLOGY,FUEL,MODE_OF_OPERATION,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070
EU27,EUEHGCOACH00,EUECOA,1,3.211593598,3.211593598,3.211593598,3.211593598,3.211593598,3.211593598,3.211593598,3.211593598,3.211593598,3.211593598,3.211593598,3.211593598,3.211593598,3.211593598,3.211593598,3.211593598,3.211593598,3.211593598,3.211593598,3.211593598,3.211593598,3.211593598,3.211593598,3.211593598,3.211593598,3.211593598,3.211593598,3.211593598,3.211593598,3.211593598,3.211593598,3.211593598,3.211593598,3.211593598,3.211593598,3.211593598,3.211593598,3.211593598,3.211593598,3.211593598,3.211593598,3.211593598,3.211593598,3.211593598,3.211593598,3.211593598,3.211593598,3.211593598,3.211593598,3.211593598,3.211593598,3.211593598,3.211593598
EU27,EUEEGCOAPPCS,EUECOA,1,3.125,3.125,3.125,3.115264798,3.105590062,3.095975232,3.086419753,3.076923077,3.067484663,3.058103976,3.048780488,3.039513678,3.03030303,3.021148036,3.012048193,3.003003003,2.994011976,2.985074627,2.976190476,2.96735905,2.958579882,2.949852507,2.941176471,2.93255132,2.923976608,2.915451895,2.906976744,2.898550725,2.89017341,2.88184438,2.873563218,2.865329513,2.857142857,2.857142857,2.857142857,2.857142857,2.857142857,2.857142857,2.857142857,2.857142857,2.857142857,2.857142857,2.857142857,2.857142857,2.857142857,2.857142857,2.857142857,2.857142857,2.857142857,2.857142857,2.857142857,2.857142857,2.857142857
EU27,EUEEGNGSPP00,EUENGS,1,1.754385965,1.754385965,1.754385965,1.751313485,1.748251748,1.745200698,1.742160279,1.739130435,1.736111111,1.733102253,1.730103806,1.727115717,1.724137931,1.721170396,1.718213058,1.715265866,1.712328767,1.709401709,1.706484642,1.703577513,1.700680272,1.697792869,1.694915254,1.694915254,1.694915254,1.694915254,1.694915254,1.694915254,1.694915254,1.694915254,1.694915254,1.694915254,1.694915254,1.694915254,1.694915254,1.694915254,1.694915254,1.694915254,1.694915254,1.694915254,1.694915254,1.694915254,1.694915254,1.694915254,1.694915254,1.694915254,1.694915254,1.694915254,1.694915254,1.694915254,1.694915254,1.694915254,1.694915254
EU27,EUEHGNGSCH00,EUENGS,1,2.354898962,2.354898962,2.354898962,2.354898962,2.354898962,2.354898962,2.354898962,2.354898962,2.354898962,2.354898962,2.354898962,2.354898962,2.354898962,2.354898962,2.354898962,2.354898962,2.354898962,2.354898962,2.354898962,2.354898962,2.354898962,2.354898962,2.354898962,2.354898962,2.354898962,2.354898962,2.354898962,2.354898962,2.354898962,2.354898962,2.354898962,2.354898962,2.354898962,2.354898962,2.354898962,2.354898962,2.354898962,2.354898962,2.354898962,2.354898962,2.354898962,2.354898962,2.354898962,2.354898962,2.354898962,2.354898962,2.354898962,2.354898962,2.354898962,2.354898962,2.354898962,2.354898962,2.354898962
EU27,EUEEGNGSPPCS,EUENGS,1,2.333981341,2.333981341,2.333981341,2.317459906,2.301170727,2.285108939,2.269269814,2.253648754,2.238241287,2.22304306,2.208049841,2.19325751,2.178662055,2.170675179,2.162746648,2.154875825,2.147062083,2.139304802,2.131603373,2.123957195,2.116365676,2.108828231,2.101344285,2.096861544,2.092397889,2.087953197,2.083527348,2.079120223,2.074731702,2.070361668,2.066010005,2.061676597,2.05736133,2.05736133,2.05736133,2.05736133,2.05736133,2.05736133,2.05736133,2.05736133,2.05736133,2.05736133,2.05736133,2.05736133,2.05736133,2.05736133,2.05736133,2.05736133,2.05736133,2.05736133,2.05736133,2.05736133,2.05736133
EU27,EUEEGDSLPP00,EUEDSL,1,3.302628951,3.302628951,3.302628951,3.302628951,3.302628951,3.302628951,3.302628951,3.302628951,3.302628951,3.302628951,3.302628951,3.302628951,3.302628951,3.302628951,3.302628951,3.302628951,3.302628951,3.302628951,3.302628951,3.302628951,3.302628951,3.302628951,3.302628951,3.302628951,3.302628951,3.302628951,3.302628951,3.302628951,3.302628951,3.302628951,3.302628951,3.302628951,3.302628951,3.302628951,3.302628951,3.302628951,3.302628951,3.302628951,3.302628951,3.302628951,3.302628951,3.302628951,3.302628951,3.302628951,3.302628951,3.302628951,3.302628951,3.302628951,3.302628951,3.302628951,3.302628951,3.302628951,3.302628951
EU27,EUEEGHFOPP00,EUEHFO,1,3.53643254,3.53643254,3.53643254,3.53643254,3.53643254,3.53643254,3.53643254,3.53643254,3.53643254,3.53643254,3.53643254,3.53643254,3.53643254,3.53643254,3.53643254,3.53643254,3.53643254,3.53643254,3.53643254,3.53643254,3.53643254,3.53643254,3.53643254,3.53643254,3.53643254,3.53643254,3.53643254,3.53643254,3.53643254,3.53643254,3.53643254,3.53643254,3.53643254,3.53643254,3.53643254,3.53643254,3.53643254,3.53643254,3.53643254,3.53643254,3.53643254,3.53643254,3.53643254,3.53643254,3.53643254,3.53643254,3.53643254,3.53643254,3.53643254,3.53643254,3.53643254,3.53643254,3.53643254
EU27,EUEHGOILCH00,EUEDSL,1,4.319492453,4.319492453,4.319492453,4.319492453,4.319492453,4.319492453,4.319492453,4.319492453,4.319492453,4.319492453,4.319492453,4.319492453,4.319492453,4.319492453,4.319492453,4.319492453,4.319492453,4.319492453,4.319492453,4.319492453,4.319492453,4.319492453,4.319492453,4.319492453,4.319492453,4.319492453,4.319492453,4.319492453,4.319492453,4.319492453,4.319492453,4.319492453,4.319492453,4.319492453,4.319492453,4.319492453,4.319492453,4.319492453,4.319492453,4.319492453,4.319492453,4.319492453,4.319492453,4.319492453,4.319492453,4.319492453,4.319492453,4.319492453,4.319492453,4.319492453,4.319492453,4.319492453,4.319492453
EU27,EUEEGURAPP00,EUEURA,1,2.631578947,2.631578947,2.631578947,2.631578947,2.631578947,2.631578947,2.631578947,2.631578947,2.631578947,2.631578947,2.631578947,2.631578947,2.631578947,2.631578947,2.631578947,2.631578947,2.631578947,2.631578947,2.631578947,2.631578947,2.631578947,2.631578947,2.631578947,2.631578947,2.631578947,2.631578947,2.631578947,2.631578947,2.631578947,2.631578947,2.631578947,2.631578947,2.631578947,2.631578947,2.631578947,2.631578947,2.631578947,2.631578947,2.631578947,2.631578947,2.631578947,2.631578947,2.631578947,2.631578947,2.631578947,2.631578947,2.631578947,2.631578947,2.631578947,2.631578947,2.631578947,2.631578947,2.631578947
EU27,EUEEGWATPP00,EUEWAT,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
EU27,EUEEGBIOPP00,EUEBIO,1,2.884249847,2.884249847,2.884249847,2.848681934,2.813980565,2.780114455,2.747053804,2.714770217,2.683236614,2.652427161,2.622317197,2.592883167,2.564102564,2.560819462,2.557544757,2.554278416,2.551020408,2.547770701,2.544529262,2.541296061,2.538071066,2.534854246,2.53164557,2.528445006,2.525252525,2.522068096,2.518891688,2.51572327,2.512562814,2.509410289,2.506265664,2.503128911,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
EU27,EUEHGBIOCH00,EUEBIO,1,3.796774774,3.796774774,3.796774774,3.796774774,3.796774774,3.796774774,3.796774774,3.796774774,3.796774774,3.796774774,3.796774774,3.796774774,3.796774774,3.796774774,3.796774774,3.796774774,3.796774774,3.796774774,3.796774774,3.796774774,3.796774774,3.796774774,3.796774774,3.796774774,3.796774774,3.796774774,3.796774774,3.796774774,3.796774774,3.796774774,3.796774774,3.796774774,3.796774774,3.796774774,3.796774774,3.796774774,3.796774774,3.796774774,3.796774774,3.796774774,3.796774774,3.796774774,3.796774774,3.796774774,3.796774774,3.796774774,3.796774774,3.796774774,3.796774774,3.796774774,3.796774774,3.796774774,3.796774774
EU27,EUEEGBIOPPCS,EUEBIO,1,3.749382265,3.749382265,3.749382265,3.689498566,3.631497675,3.57529217,3.520799958,3.467943877,3.416651329,3.36685395,3.318487302,3.2714906,3.225806452,3.220611916,3.215434084,3.210272873,3.205128205,3.2,3.194888179,3.189792663,3.184713376,3.179650238,3.174603175,3.169572108,3.164556962,3.159557662,3.154574132,3.149606299,3.144654088,3.139717425,3.134796238,3.129890454,3.125,3.125,3.125,3.125,3.125,3.125,3.125,3.125,3.125,3.125,3.125,3.125,3.125,3.125,3.125,3.125,3.125,3.125,3.125,3.125,3.125
EU27,EUEEGSPVPP00,EUESPV,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
EU27,EUEEGSPVPPDS,EUESPV,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
EU27,EUEEGSTHPP00,EUESTH,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
EU27,EUEEGWONPP00,EUEWON,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
EU27,EUEEGWOFPP00,EUEWOF,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
EU27,EUEGNELCTD00,EUESEL,1,1.069852522,1.06889877,1.070399728,1.070174358,1.069033745,1.069671484,1.069671484,1.069671484,1.069671484,1.069671484,1.069671484,1.069671484,1.069671484,1.069671484,1.069671484,1.069671484,1.069671484,1.069671484,1.069671484,1.069671484,1.069671484,1.069671484,1.069671484,1.069671484,1.069671484,1.069671484,1.069671484,1.069671484,1.069671484,1.069671484,1.069671484,1.069671484,1.069671484,1.069671484,1.069671484,1.069671484,1.069671484,1.069671484,1.069671484,1.069671484,1.069671484,1.069671484,1.069671484,1.069671484,1.069671484,1.069671484,1.069671484,1.069671484,1.069671484,1.069671484,1.069671484,1.069671484,1.069671484
EU27,EUEGNELCXXIC,EUESEL,1,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579
EU27,EUESTELCPDHY,EUESEL,1,1.204819277,1.204819277,1.204819277,1.204819277,1.204819277,1.204819277,1.204819277,1.204819277,1.204819277,1.204819277,1.204819277,1.204819277,1.204819277,1.204819277,1.204819277,1.204819277,1.204819277,1.204819277,1.204819277,1.204819277,1.204819277,1.204819277,1.204819277,1.204819277,1.204819277,1.204819277,1.204819277,1.204819277,1.204819277,1.204819277,1.204819277,1.204819277,1.204819277,1.204819277,1.204819277,1.204819277,1.204819277,1.204819277,1.204819277,1.204819277,1.204819277,1.204819277,1.204819277,1.204819277,1.204819277,1.204819277,1.204819277,1.204819277,1.204819277,1.204819277,1.204819277,1.204819277,1.204819277
EU27,EUESTELCBT00,EUESEL,1,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787,1.063829787
EU27,EUESTHY20000,EUEHY2,1,1.136363636,1.136363636,1.136363636,1.136363636,1.136363636,1.136363636,1.136363636,1.136363636,1.136363636,1.136363636,1.136363636,1.136363636,1.136363636,1.136363636,1.136363636,1.136363636,1.136363636,1.136363636,1.136363636,1.136363636,1.136363636,1.136363636,1.136363636,1.136363636,1.136363636,1.136363636,1.136363636,1.136363636,1.136363636,1.136363636,1.136363636,1.136363636,1.136363636,1.136363636,1.136363636,1.136363636,1.136363636,1.136363636,1.136363636,1.136363636,1.136363636,1.136363636,1.136363636,1.136363636,1.136363636,1.136363636,1.136363636,1.136363636,1.136363636,1.136363636,1.136363636,1.136363636,1.136363636
EU27,EUEGNELCCH00,EUEFEL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
EU27,EUEPTGSLVP00,EUTGSB,1,1.840359208,1.857312345,1.86969301,1.978361127,1.819256133,1.767891472,1.716526811,1.66516215,1.620661038,1.576159926,1.531658815,1.487157703,1.442656591,1.42600497,1.409353348,1.392701727,1.376050105,1.359398484,1.342746862,1.326095241,1.309443619,1.292791998,1.276140376,1.259488755,1.242837133,1.226185512,1.20953389,1.192882269,1.176230647,1.159579026,1.142927404,1.126275783,1.109624161,1.109624161,1.109624161,1.109624161,1.109624161,1.109624161,1.109624161,1.109624161,1.109624161,1.109624161,1.109624161,1.109624161,1.109624161,1.109624161,1.109624161,1.109624161,1.109624161,1.109624161,1.109624161,1.109624161,1.109624161
EU27,EUEPTDSLVP00,EUTDSB,1,3.04136457,3.045909199,3.031708838,3.125021019,2.838700641,2.718493115,2.59828559,2.478078064,2.381334823,2.284591582,2.18784834,2.091105099,1.994361858,1.969581077,1.944800296,1.920019516,1.895238735,1.870457954,1.845677174,1.820896393,1.796115612,1.771334832,1.746554051,1.734163661,1.721773271,1.70938288,1.69699249,1.6846021,1.672211709,1.659821319,1.647430929,1.635040538,1.622650148,1.622650148,1.622650148,1.622650148,1.622650148,1.622650148,1.622650148,1.622650148,1.622650148,1.622650148,1.622650148,1.622650148,1.622650148,1.622650148,1.622650148,1.622650148,1.622650148,1.622650148,1.622650148,1.622650148,1.622650148
EU27,EUEPTNGSVP00,EUTNGS,1,2.623146993,2.986211556,3.169141655,3.661292785,2.808197638,2.72891132,2.649625002,2.570338684,2.501646918,2.432955152,2.364263386,2.29557162,2.226879854,2.201176467,2.17547308,2.149769693,2.124066306,2.098362919,2.072659532,2.046956146,2.021252759,1.995549372,1.969845985,1.944142598,1.918439211,1.892735825,1.867032438,1.841329051,1.815625664,1.789922277,1.76421889,1.738515504,1.712812117,1.712812117,1.712812117,1.712812117,1.712812117,1.712812117,1.712812117,1.712812117,1.712812117,1.712812117,1.712812117,1.712812117,1.712812117,1.712812117,1.712812117,1.712812117,1.712812117,1.712812117,1.712812117,1.712812117,1.712812117
EU27,EUEPTLPGVP00,EUTLPG,1,2.210038904,2.210038904,2.210038904,2.150976075,2.091913245,2.032850416,1.973787586,1.914724757,1.863554136,1.812383516,1.761212895,1.710042275,1.658871654,1.639724407,1.620577159,1.601429912,1.582282664,1.563135417,1.543988169,1.524840921,1.505693674,1.486546426,1.467399179,1.448251931,1.429104684,1.409957436,1.390810188,1.371662941,1.352515693,1.333368446,1.314221198,1.295073951,1.275926703,1.275926703,1.275926703,1.275926703,1.275926703,1.275926703,1.275926703,1.275926703,1.275926703,1.275926703,1.275926703,1.275926703,1.275926703,1.275926703,1.275926703,1.275926703,1.275926703,1.275926703,1.275926703,1.275926703,1.275926703
EU27,EUEPTGSLVPHB,EUTGSB,1,1.217971289,1.229191074,1.237384744,1.345254215,1.271992497,1.271992497,1.271992497,1.271992497,1.271992497,1.271992497,1.271992497,1.271992497,1.271992497,1.255340875,1.238689254,1.222037632,1.205386011,1.188734389,1.172082768,1.155431146,1.138779525,1.122127903,1.105476282,1.097150471,1.08882466,1.080498849,1.072173039,1.063847228,1.055521417,1.047195606,1.038869796,1.030543985,1.022218174,1.022218174,1.022218174,1.022218174,1.022218174,1.022218174,1.022218174,1.022218174,1.022218174,1.022218174,1.022218174,1.022218174,1.022218174,1.022218174,1.022218174,1.022218174,1.022218174,1.022218174,1.022218174,1.022218174,1.022218174
EU27,EUEPTGSLVPPH,EUTGSB,1,0.464582525,0.468862196,0.471987586,0.513133278,0.485188355,0.485188355,0.485188355,0.485188355,0.485188355,0.485188355,0.485188355,0.485188355,0.485188355,0.483523193,0.481858031,0.480192869,0.478527706,0.476862544,0.475197382,0.47353222,0.471867058,0.470201896,0.468536733,0.466455281,0.464373828,0.462292375,0.460210923,0.45812947,0.456048017,0.453966565,0.451885112,0.449803659,0.447722207,0.447722207,0.447722207,0.447722207,0.447722207,0.447722207,0.447722207,0.447722207,0.447722207,0.447722207,0.447722207,0.447722207,0.447722207,0.447722207,0.447722207,0.447722207,0.447722207,0.447722207,0.447722207,0.447722207,0.447722207
EU27,EUEPTGSLVPPH,EUTELC,1,0.464582525,0.468862196,0.471987586,0.513133278,0.485188355,0.485188355,0.485188355,0.485188355,0.485188355,0.485188355,0.485188355,0.485188355,0.485188355,0.483523193,0.481858031,0.480192869,0.478527706,0.476862544,0.475197382,0.47353222,0.471867058,0.470201896,0.468536733,0.466455281,0.464373828,0.462292375,0.460210923,0.45812947,0.456048017,0.453966565,0.451885112,0.449803659,0.447722207,0.447722207,0.447722207,0.447722207,0.447722207,0.447722207,0.447722207,0.447722207,0.447722207,0.447722207,0.447722207,0.447722207,0.447722207,0.447722207,0.447722207,0.447722207,0.447722207,0.447722207,0.447722207,0.447722207,0.447722207
EU27,EUEPTELCVPBT,EUTELC,1,0.430299763,0.453172846,0.439988441,0.450417285,0.492240522,0.492240522,0.492240522,0.492240522,0.492240522,0.492240522,0.492240522,0.492240522,0.492240522,0.492240522,0.492240522,0.492240522,0.492240522,0.492240522,0.492240522,0.492240522,0.492240522,0.492240522,0.492240522,0.492240522,0.492240522,0.492240522,0.492240522,0.492240522,0.492240522,0.492240522,0.492240522,0.492240522,0.492240522,0.492240522,0.492240522,0.492240522,0.492240522,0.492240522,0.492240522,0.492240522,0.492240522,0.492240522,0.492240522,0.492240522,0.492240522,0.492240522,0.492240522,0.492240522,0.492240522,0.492240522,0.492240522,0.492240522,0.492240522
EU27,EUEPTHY2VPFC,EUTHY2,1,1.136080807,1.136080807,1.136080807,1.131211889,1.126342972,1.121474054,1.116605136,1.111736218,1.106867301,1.101998383,1.097129465,1.092260547,1.08739163,1.082522712,1.077653794,1.072784876,1.067915959,1.063047041,1.058178123,1.053309205,1.048440288,1.04357137,1.038702452,1.033833534,1.028964617,1.024095699,1.019226781,1.014357863,1.009488946,1.004620028,0.99975111,0.994882192,0.990013275,0.990013275,0.990013275,0.990013275,0.990013275,0.990013275,0.990013275,0.990013275,0.990013275,0.990013275,0.990013275,0.990013275,0.990013275,0.990013275,0.990013275,0.990013275,0.990013275,0.990013275,0.990013275,0.990013275,0.990013275
EU27,EUEPTDSLBU00,EUTDSB,1,18.68870799,18.71663403,18.62937504,19.81927599,18.61085209,18.45593678,18.30102147,18.14610616,17.99753279,17.84895941,17.70038604,17.55181267,17.40323929,17.36694708,17.33065487,17.29436265,17.25807044,17.22177823,17.18548602,17.14919381,17.11290159,17.07660938,17.04031717,17.00402496,16.96773274,16.93144053,16.89514832,16.85885611,16.82256389,16.78627168,16.74997947,16.71368726,16.67739504,16.67739504,16.67739504,16.67739504,16.67739504,16.67739504,16.67739504,16.67739504,16.67739504,16.67739504,16.67739504,16.67739504,16.67739504,16.67739504,16.67739504,16.67739504,16.67739504,16.67739504,16.67739504,16.67739504,16.67739504
EU27,EUEPTNGSBU00,EUTNGS,1,16.61886438,18.91904838,20.07799621,23.6377993,18.48809183,18.33419836,18.1803049,18.02641143,17.87881807,17.73122472,17.58363136,17.436038,17.28844464,17.25239181,17.21633899,17.18028617,17.14423335,17.10818052,17.0721277,17.03607488,17.00002205,16.96396923,16.92791641,16.89186359,16.85581076,16.81975794,16.78370512,16.74765229,16.71159947,16.67554665,16.63949383,16.603441,16.56738818,16.56738818,16.56738818,16.56738818,16.56738818,16.56738818,16.56738818,16.56738818,16.56738818,16.56738818,16.56738818,16.56738818,16.56738818,16.56738818,16.56738818,16.56738818,16.56738818,16.56738818,16.56738818,16.56738818,16.56738818
EU27,EUEPTELCBUBT,EUTELC,1,3.298964847,3.474325154,3.373244716,3.453199185,3.773844004,3.773844004,3.773844004,3.773844004,3.773844004,3.773844004,3.773844004,3.773844004,3.773844004,3.773844004,3.773844004,3.773844004,3.773844004,3.773844004,3.773844004,3.773844004,3.773844004,3.773844004,3.773844004,3.773844004,3.773844004,3.773844004,3.773844004,3.773844004,3.773844004,3.773844004,3.773844004,3.773844004,3.773844004,3.773844004,3.773844004,3.773844004,3.773844004,3.773844004,3.773844004,3.773844004,3.773844004,3.773844004,3.773844004,3.773844004,3.773844004,3.773844004,3.773844004,3.773844004,3.773844004,3.773844004,3.773844004,3.773844004,3.773844004
EU27,EUEPTHY2BUFC,EUTHY2,1,10.8,10.8,10.8,10.76731332,10.73462663,10.70193995,10.66925327,10.63656658,10.6038799,10.57119322,10.53850653,10.50581985,10.47313317,10.44044649,10.4077598,10.37507312,10.34238644,10.30969975,10.27701307,10.24432639,10.2116397,10.17895302,10.14626634,10.11357965,10.08089297,10.04820629,10.0155196,9.982832921,9.950146237,9.917459554,9.884772871,9.852086188,9.819399505,9.819399505,9.819399505,9.819399505,9.819399505,9.819399505,9.819399505,9.819399505,9.819399505,9.819399505,9.819399505,9.819399505,9.819399505,9.819399505,9.819399505,9.819399505,9.819399505,9.819399505,9.819399505,9.819399505,9.819399505
EU27,EUEFTGSLLC00,EUTGSB,1,2.333394261,2.354889169,2.370586634,2.502214388,2.295002352,2.224059375,2.153116398,2.082173421,2.021556945,1.96094047,1.900323994,1.839707518,1.779091043,1.758269308,1.737447574,1.71662584,1.695804106,1.674982371,1.654160637,1.633338903,1.612517169,1.591695435,1.5708737,1.550051966,1.529230232,1.508408498,1.487586764,1.466765029,1.445943295,1.425121561,1.404299827,1.383478092,1.362656358,1.362656358,1.362656358,1.362656358,1.362656358,1.362656358,1.362656358,1.362656358,1.362656358,1.362656358,1.362656358,1.362656358,1.362656358,1.362656358,1.362656358,1.362656358,1.362656358,1.362656358,1.362656358,1.362656358,1.362656358
EU27,EUEFTDSLLC00,EUTDSB,1,4.611213672,4.618104085,4.59657398,4.672069243,4.178993106,3.934264338,3.68953557,3.444806802,3.264223694,3.083640586,2.903057479,2.722474371,2.541891263,2.507443195,2.472995127,2.438547059,2.404098991,2.369650923,2.335202855,2.300754787,2.266306719,2.231858651,2.197410583,2.180186549,2.162962515,2.145738481,2.128514447,2.111290413,2.094066379,2.076842345,2.059618311,2.042394277,2.025170243,2.025170243,2.025170243,2.025170243,2.025170243,2.025170243,2.025170243,2.025170243,2.025170243,2.025170243,2.025170243,2.025170243,2.025170243,2.025170243,2.025170243,2.025170243,2.025170243,2.025170243,2.025170243,2.025170243,2.025170243
EU27,EUEFTNGSLC00,EUTNGS,1,3.465929655,3.945642092,4.187345229,4.825751966,3.69171823,3.577600055,3.46348188,3.349363704,3.251856637,3.15434957,3.056842503,2.959335435,2.861828368,2.828334731,2.794841094,2.761347457,2.72785382,2.694360183,2.660866546,2.627372909,2.593879272,2.560385635,2.526891998,2.493398361,2.459904724,2.426411087,2.39291745,2.359423813,2.325930176,2.292436539,2.258942901,2.225449264,2.191955627,2.191955627,2.191955627,2.191955627,2.191955627,2.191955627,2.191955627,2.191955627,2.191955627,2.191955627,2.191955627,2.191955627,2.191955627,2.191955627,2.191955627,2.191955627,2.191955627,2.191955627,2.191955627,2.191955627,2.191955627
EU27,EUEFTDSLLCHB,EUTDSB,1,3.025824734,3.030346143,3.016218338,3.235361026,3.063382968,3.063382968,3.063382968,3.063382968,3.063382968,3.063382968,3.063382968,3.063382968,3.063382968,3.0289349,2.994486832,2.960038764,2.925590696,2.891142628,2.85669456,2.822246492,2.787798423,2.753350355,2.718902287,2.701678253,2.684454219,2.667230185,2.650006151,2.632782117,2.615558083,2.598334049,2.581110015,2.563885981,2.546661947,2.546661947,2.546661947,2.546661947,2.546661947,2.546661947,2.546661947,2.546661947,2.546661947,2.546661947,2.546661947,2.546661947,2.546661947,2.546661947,2.546661947,2.546661947,2.546661947,2.546661947,2.546661947,2.546661947,2.546661947
EU27,EUEFTDSLLCPH,EUTDSB,1,0.510385825,0.511148481,0.508765451,0.545729694,0.51672102,0.51672102,0.51672102,0.51672102,0.51672102,0.51672102,0.51672102,0.51672102,0.51672102,0.513276213,0.509831407,0.5063866,0.502941793,0.499496986,0.496052179,0.492607373,0.489162566,0.485717759,0.482272952,0.478828145,0.475383339,0.471938532,0.468493725,0.465048918,0.461604111,0.458159305,0.454714498,0.451269691,0.447824884,0.447824884,0.447824884,0.447824884,0.447824884,0.447824884,0.447824884,0.447824884,0.447824884,0.447824884,0.447824884,0.447824884,0.447824884,0.447824884,0.447824884,0.447824884,0.447824884,0.447824884,0.447824884,0.447824884,0.447824884
EU27,EUEFTDSLLCPH,EUTELC,1,0.510385825,0.511148481,0.508765451,0.545729694,0.51672102,0.51672102,0.51672102,0.51672102,0.51672102,0.51672102,0.51672102,0.51672102,0.51672102,0.513276213,0.509831407,0.5063866,0.502941793,0.499496986,0.496052179,0.492607373,0.489162566,0.485717759,0.482272952,0.478828145,0.475383339,0.471938532,0.468493725,0.465048918,0.461604111,0.458159305,0.454714498,0.451269691,0.447824884,0.447824884,0.447824884,0.447824884,0.447824884,0.447824884,0.447824884,0.447824884,0.447824884,0.447824884,0.447824884,0.447824884,0.447824884,0.447824884,0.447824884,0.447824884,0.447824884,0.447824884,0.447824884,0.447824884,0.447824884
EU27,EUEFTELCLCBT,EUTELC,1,0.487673064,0.513595892,0.498653567,0.510472923,0.557872592,0.557872592,0.557872592,0.557872592,0.557872592,0.557872592,0.557872592,0.557872592,0.557872592,0.557872592,0.557872592,0.557872592,0.557872592,0.557872592,0.557872592,0.557872592,0.557872592,0.557872592,0.557872592,0.557872592,0.557872592,0.557872592,0.557872592,0.557872592,0.557872592,0.557872592,0.557872592,0.557872592,0.557872592,0.557872592,0.557872592,0.557872592,0.557872592,0.557872592,0.557872592,0.557872592,0.557872592,0.557872592,0.557872592,0.557872592,0.557872592,0.557872592,0.557872592,0.557872592,0.557872592,0.557872592,0.557872592,0.557872592,0.557872592
